"camera Name	",not being in acceptaptable eyesight range,being in acceptaptable eyesight range(50 degree),C column+line of sight,steps Number
camera (1),0,1,0.9772727,88
camera (2),0.5568182,0.4431818,0.4318182,88
camera (3),0,1,0.9431818,88
camera (4),0,1,0.4204545,88
camera (5),0.1363636,0.8636364,0.5795454,88
camera (6),0.01136364,0.9886364,0.6818182,88
camera (7),0.03409091,0.9659091,0.9204546,88

camera (0),0,1,0.9213483,89
camera (1),0,1,0.9662921,89
camera (2),0.5617977,0.4382022,0.4269663,89
camera (3),0,1,0.9325843,89
camera (4),0,1,0.4157303,89
camera (5),0.1348315,0.8651685,0.5730337,89
camera (6),0.01123596,0.988764,0.6741573,89
camera (7),0.03370786,0.9662921,0.9101124,89

camera (0),0,1,0.9111111,90
camera (1),0,1,0.9555556,90
camera (2),0.5666667,0.4333333,0.4222222,90
camera (3),0,1,0.9222222,90
camera (4),0,1,0.4111111,90
camera (5),0.1333333,0.8666667,0.5666667,90
camera (6),0.01111111,0.9888889,0.6666667,90
camera (7),0.03333334,0.9666666,0.9,90

camera (0),0,1,0.9010989,91
camera (1),0,1,0.9450549,91
camera (2),0.5714286,0.4285714,0.4175824,91
camera (3),0,1,0.9120879,91
camera (4),0,1,0.4065934,91
camera (5),0.1318681,0.8681319,0.5604396,91
camera (6),0.01098901,0.989011,0.6593407,91
camera (7),0.03296703,0.967033,0.8901099,91

camera (0),0,1,0.8913044,92
camera (1),0,1,0.9347826,92
camera (2),0.5760869,0.423913,0.4130435,92
camera (3),0,1,0.9021739,92
camera (4),0,1,0.4021739,92
camera (5),0.1304348,0.8695652,0.5543478,92
camera (6),0.01086957,0.9891305,0.6521739,92
camera (7),0.0326087,0.9673913,0.8804348,92

camera (0),0,1,0.8817204,93
camera (1),0,1,0.9247312,93
camera (2),0.5806451,0.4193548,0.4086021,93
camera (3),0,1,0.8924731,93
camera (4),0,1,0.3978495,93
camera (5),0.1290323,0.8709677,0.5483871,93
camera (6),0.01075269,0.9892473,0.6451613,93
camera (7),0.03225806,0.967742,0.8709677,93

camera (0),0,1,0.8723404,94
camera (1),0,1,0.9148936,94
camera (2),0.5851064,0.4148936,0.4042553,94
camera (3),0,1,0.8829787,94
camera (4),0,1,0.393617,94
camera (5),0.1276596,0.8723404,0.5425532,94
camera (6),0.0106383,0.9893616,0.6382979,94
camera (7),0.03191489,0.9680851,0.8617021,94

camera (0),0,1,0.8631579,95
camera (1),0,1,0.9052632,95
camera (2),0.5894737,0.4105263,0.4,95
camera (3),0,1,0.8736842,95
camera (4),0,1,0.3894737,95
camera (5),0.1263158,0.8736842,0.5368421,95
camera (6),0.01052632,0.9894737,0.6315789,95
camera (7),0.03157895,0.968421,0.8526316,95

camera (0),0,1,0.8541667,96
camera (1),0,1,0.8958333,96
camera (2),0.59375,0.40625,0.3958333,96
camera (3),0,1,0.8645833,96
camera (4),0,1,0.3854167,96
camera (5),0.125,0.875,0.53125,96
camera (6),0.01041667,0.9895834,0.625,96
camera (7),0.03125,0.96875,0.84375,96

camera (0),0,1,0.8453608,97
camera (1),0,1,0.8865979,97
camera (2),0.5979381,0.4020618,0.3917526,97
camera (3),0,1,0.8556701,97
camera (4),0,1,0.3814433,97
camera (5),0.1237113,0.8762887,0.5257732,97
camera (6),0.01030928,0.9896907,0.6185567,97
camera (7),0.03092784,0.9690722,0.8350515,97

camera (0),0,1,0.8367347,98
camera (1),0,1,0.877551,98
camera (2),0.6020408,0.3979592,0.3877551,98
camera (3),0,1,0.8469388,98
camera (4),0,1,0.377551,98
camera (5),0.122449,0.877551,0.5204082,98
camera (6),0.01020408,0.9897959,0.6122449,98
camera (7),0.03061225,0.9693878,0.8265306,98

camera (0),0,1,0.8282828,99
camera (1),0,1,0.8686869,99
camera (2),0.6060606,0.3939394,0.3838384,99
camera (3),0,1,0.8383839,99
camera (4),0,1,0.3737374,99
camera (5),0.1212121,0.8787879,0.5151515,99
camera (6),0.01010101,0.989899,0.6060606,99
camera (7),0.03030303,0.969697,0.8181818,99

camera (0),0,1,0.82,100
camera (1),0,1,0.86,100
camera (2),0.61,0.39,0.38,100
camera (3),0,1,0.83,100
camera (4),0,1,0.37,100
camera (5),0.12,0.88,0.51,100
camera (6),0.01,0.99,0.6,100
camera (7),0.03,0.97,0.81,100

camera (0),0,1,0.8118812,101
camera (1),0,1,0.8514851,101
camera (2),0.6138614,0.3861386,0.3762376,101
camera (3),0,1,0.8217822,101
camera (4),0,1,0.3663366,101
camera (5),0.1188119,0.8811882,0.5049505,101
camera (6),0.00990099,0.990099,0.5940594,101
camera (7),0.02970297,0.970297,0.8019802,101

camera (0),0,1,0.8039216,102
camera (1),0,1,0.8431373,102
camera (2),0.6176471,0.3823529,0.372549,102
camera (3),0,1,0.8137255,102
camera (4),0,1,0.3627451,102
camera (5),0.1176471,0.8823529,0.5,102
camera (6),0.009803922,0.9901961,0.5882353,102
camera (7),0.02941176,0.9705882,0.7941176,102

camera (0),0,1,0.7961165,103
camera (1),0,1,0.8349515,103
camera (2),0.6213592,0.3786408,0.368932,103
camera (3),0,1,0.8058252,103
camera (4),0,1,0.3592233,103
camera (5),0.1165049,0.8834951,0.4951456,103
camera (6),0.009708738,0.9902913,0.5825243,103
camera (7),0.02912621,0.9708738,0.7864078,103

camera (0),0,1,0.7884616,104
camera (1),0,1,0.8269231,104
camera (2),0.625,0.375,0.3653846,104
camera (3),0,1,0.7980769,104
camera (4),0,1,0.3557692,104
camera (5),0.1153846,0.8846154,0.4903846,104
camera (6),0.009615385,0.9903846,0.5769231,104
camera (7),0.02884615,0.9711539,0.7788461,104

camera (0),0,1,0.7809524,105
camera (1),0,1,0.8190476,105
camera (2),0.6285715,0.3714286,0.3619048,105
camera (3),0,1,0.7904762,105
camera (4),0,1,0.352381,105
camera (5),0.1142857,0.8857143,0.4857143,105
camera (6),0.00952381,0.9904763,0.5714286,105
camera (7),0.02857143,0.9714286,0.7714286,105

camera (0),0,1,0.7735849,106
camera (1),0,1,0.8207547,106
camera (2),0.6320755,0.3679245,0.3584906,106
camera (3),0,1,0.7830189,106
camera (4),0,1,0.3490566,106
camera (5),0.1132075,0.8867925,0.4811321,106
camera (6),0.009433962,0.990566,0.5660377,106
camera (7),0.02830189,0.9716981,0.7641509,106

camera (0),0,1,0.7663552,107
camera (1),0,1,0.8224299,107
camera (2),0.635514,0.364486,0.3551402,107
camera (3),0,1,0.7850468,107
camera (4),0,1,0.3457944,107
camera (5),0.1121495,0.8878505,0.4766355,107
camera (6),0.009345794,0.9906542,0.5607477,107
camera (7),0.02803738,0.9719626,0.7570093,107

camera (0),0,1,0.7592593,108
camera (1),0,1,0.8240741,108
camera (2),0.6388889,0.3611111,0.3518519,108
camera (3),0,1,0.7777778,108
camera (4),0,1,0.3425926,108
camera (5),0.1111111,0.8888888,0.4722222,108
camera (6),0.009259259,0.9907408,0.5555556,108
camera (7),0.02777778,0.9722222,0.75,108

camera (0),0,1,0.7522936,109
camera (1),0,1,0.8165138,109
camera (2),0.6422018,0.3577982,0.3486238,109
camera (3),0,1,0.7798165,109
camera (4),0,1,0.3394496,109
camera (5),0.1100917,0.8899083,0.4678899,109
camera (6),0.009174312,0.9908257,0.5504587,109
camera (7),0.02752294,0.972477,0.7431192,109

camera (0),0,1,0.7454545,110
camera (1),0,1,0.8090909,110
camera (2),0.6454545,0.3545454,0.3454545,110
camera (3),0,1,0.7818182,110
camera (4),0,1,0.3363636,110
camera (5),0.1090909,0.8909091,0.4636364,110
camera (6),0.009090909,0.9909091,0.5454546,110
camera (7),0.02727273,0.9727273,0.7363636,110

camera (0),0,1,0.7387387,111
camera (1),0,1,0.8018018,111
camera (2),0.6486486,0.3513514,0.3423423,111
camera (3),0,1,0.7837838,111
camera (4),0,1,0.3333333,111
camera (5),0.1081081,0.8918919,0.4594595,111
camera (6),0.009009009,0.990991,0.5405405,111
camera (7),0.02702703,0.972973,0.7297297,111

camera (0),0,1,0.7410714,112
camera (1),0,1,0.7946429,112
camera (2),0.6517857,0.3482143,0.3392857,112
camera (3),0,1,0.7767857,112
camera (4),0,1,0.3303571,112
camera (5),0.1071429,0.8928571,0.4553571,112
camera (6),0.008928572,0.9910714,0.5357143,112
camera (7),0.02678571,0.9732143,0.7232143,112

camera (0),0,1,0.7433628,113
camera (1),0,1,0.7876106,113
camera (2),0.6548672,0.3451327,0.3362832,113
camera (3),0,1,0.7699115,113
camera (4),0,1,0.3274336,113
camera (5),0.1061947,0.8938053,0.4513274,113
camera (6),0.008849557,0.9911504,0.5309734,113
camera (7),0.02654867,0.9734513,0.7168142,113

camera (0),0,1,0.7456141,114
camera (1),0,1,0.7807018,114
camera (2),0.6578947,0.3421053,0.3333333,114
camera (3),0,1,0.7631579,114
camera (4),0,1,0.3245614,114
camera (5),0.1052632,0.8947368,0.4473684,114
camera (6),0.00877193,0.9912281,0.5263158,114
camera (7),0.02631579,0.9736842,0.7105263,114

camera (0),0,1,0.7478261,115
camera (1),0,1,0.773913,115
camera (2),0.6608695,0.3391304,0.3304348,115
camera (3),0,1,0.7565218,115
camera (4),0,1,0.3217391,115
camera (5),0.1043478,0.8956522,0.4434783,115
camera (6),0.008695652,0.9913043,0.5217391,115
camera (7),0.02608696,0.9739131,0.7043478,115

camera (0),0,1,0.7413793,116
camera (1),0,1,0.7672414,116
camera (2),0.6637931,0.3362069,0.3275862,116
camera (3),0,1,0.75,116
camera (4),0,1,0.3189655,116
camera (5),0.1034483,0.8965517,0.4396552,116
camera (6),0.00862069,0.9913793,0.5172414,116
camera (7),0.02586207,0.9741379,0.7068965,116

camera (0),0,1,0.7350428,117
camera (1),0,1,0.7692308,117
camera (2),0.6666667,0.3333333,0.3247863,117
camera (3),0,1,0.7435898,117
camera (4),0,1,0.3162393,117
camera (5),0.1025641,0.8974359,0.4358974,117
camera (6),0.008547009,0.9914531,0.5128205,117
camera (7),0.02564103,0.974359,0.7094017,117

camera (0),0,1,0.7288136,118
camera (1),0,1,0.7711864,118
camera (2),0.6694915,0.3305085,0.3220339,118
camera (3),0,1,0.7457627,118
camera (4),0,1,0.3135593,118
camera (5),0.1016949,0.8983051,0.440678,118
camera (6),0.008474576,0.9915254,0.5084746,118
camera (7),0.02542373,0.9745762,0.7118644,118

camera (0),0,1,0.7226891,119
camera (1),0,1,0.7731093,119
camera (2),0.6722689,0.3277311,0.3193277,119
camera (3),0,1,0.7478992,119
camera (4),0,1,0.3109244,119
camera (5),0.1092437,0.8907563,0.4369748,119
camera (6),0.008403362,0.9915967,0.5042017,119
camera (7),0.02521008,0.97479,0.7142857,119

camera (0),0,1,0.7166666,120
camera (1),0,1,0.775,120
camera (2),0.675,0.325,0.3166667,120
camera (3),0,1,0.75,120
camera (4),0,1,0.3083333,120
camera (5),0.1166667,0.8833333,0.4333333,120
camera (6),0.008333334,0.9916667,0.5,120
camera (7),0.025,0.975,0.7166666,120

camera (0),0,1,0.7107438,121
camera (1),0,1,0.7768595,121
camera (2),0.677686,0.3223141,0.3140496,121
camera (3),0,1,0.7520661,121
camera (4),0,1,0.3057851,121
camera (5),0.1239669,0.8760331,0.4297521,121
camera (6),0.008264462,0.9917355,0.4958678,121
camera (7),0.02479339,0.9752066,0.7190083,121

camera (0),0,1,0.704918,122
camera (1),0,1,0.7786885,122
camera (2),0.6803279,0.3196721,0.3114754,122
camera (3),0,1,0.7540984,122
camera (4),0,1,0.3032787,122
camera (5),0.1311475,0.8688525,0.4262295,122
camera (6),0.008196721,0.9918033,0.4918033,122
camera (7),0.02459016,0.9754098,0.7213115,122

camera (0),0,1,0.699187,123
camera (1),0,1,0.7804878,123
camera (2),0.6829268,0.3170732,0.3089431,123
camera (3),0,1,0.7560976,123
camera (4),0,1,0.300813,123
camera (5),0.1382114,0.8617886,0.4227642,123
camera (6),0.008130081,0.9918699,0.4878049,123
camera (7),0.02439024,0.9756098,0.7235773,123

camera (0),0,1,0.6935484,124
camera (1),0,1,0.7822581,124
camera (2),0.6854839,0.3145161,0.3064516,124
camera (3),0,1,0.7580645,124
camera (4),0,1,0.2983871,124
camera (5),0.1451613,0.8548387,0.4193548,124
camera (6),0.008064516,0.9919355,0.483871,124
camera (7),0.02419355,0.9758065,0.7258065,124

camera (0),0,1,0.688,125
camera (1),0,1,0.784,125
camera (2),0.688,0.312,0.304,125
camera (3),0,1,0.76,125
camera (4),0,1,0.296,125
camera (5),0.152,0.848,0.416,125
camera (6),0.008,0.992,0.48,125
camera (7),0.024,0.976,0.728,125

camera (0),0,1,0.6825397,126
camera (1),0,1,0.7857143,126
camera (2),0.6904762,0.3095238,0.3015873,126
camera (3),0,1,0.7619048,126
camera (4),0,1,0.2936508,126
camera (5),0.1587302,0.8412699,0.4126984,126
camera (6),0.007936508,0.9920635,0.4761905,126
camera (7),0.02380952,0.9761905,0.7301587,126

camera (0),0,1,0.6771653,127
camera (1),0,1,0.7874016,127
camera (2),0.6929134,0.3070866,0.2992126,127
camera (3),0,1,0.7637795,127
camera (4),0,1,0.2913386,127
camera (5),0.1653543,0.8346457,0.4094488,127
camera (6),0.007874016,0.992126,0.472441,127
camera (7),0.02362205,0.976378,0.7322835,127

camera (0),0,1,0.671875,128
camera (1),0,1,0.7890625,128
camera (2),0.6953125,0.3046875,0.296875,128
camera (3),0,1,0.765625,128
camera (4),0,1,0.2890625,128
camera (5),0.171875,0.828125,0.40625,128
camera (6),0.0078125,0.9921875,0.46875,128
camera (7),0.0234375,0.9765625,0.734375,128

camera (0),0,1,0.6666667,129
camera (1),0,1,0.7906977,129
camera (2),0.6976744,0.3023256,0.2945736,129
camera (3),0,1,0.7674419,129
camera (4),0,1,0.2868217,129
camera (5),0.1782946,0.8217055,0.4031008,129
camera (6),0.007751938,0.9922481,0.4651163,129
camera (7),0.02325581,0.9767442,0.7364341,129

camera (0),0,1,0.6615385,130
camera (1),0,1,0.7923077,130
camera (2),0.7,0.3,0.2923077,130
camera (3),0,1,0.7692308,130
camera (4),0,1,0.2846154,130
camera (5),0.1846154,0.8153846,0.4,130
camera (6),0.007692308,0.9923077,0.4615385,130
camera (7),0.02307692,0.9769231,0.7384616,130

camera (0),0,1,0.6564885,131
camera (1),0,1,0.7938932,131
camera (2),0.7022901,0.2977099,0.2900763,131
camera (3),0,1,0.7709923,131
camera (4),0,1,0.2824427,131
camera (5),0.1908397,0.8091604,0.3969466,131
camera (6),0.007633588,0.9923664,0.4580153,131
camera (7),0.02290076,0.9770992,0.740458,131

camera (0),0,1,0.6515151,132
camera (1),0,1,0.7954546,132
camera (2),0.7045454,0.2954545,0.2878788,132
camera (3),0,1,0.7727273,132
camera (4),0,1,0.280303,132
camera (5),0.1969697,0.8030303,0.3939394,132
camera (6),0.007575758,0.9924242,0.4545455,132
camera (7),0.02272727,0.9772727,0.7424242,132

camera (0),0,1,0.6466165,133
camera (1),0,1,0.7969925,133
camera (2),0.7067669,0.2932331,0.2857143,133
camera (3),0,1,0.7744361,133
camera (4),0,1,0.2781955,133
camera (5),0.2030075,0.7969925,0.3909774,133
camera (6),0.007518797,0.9924812,0.4511278,133
camera (7),0.02255639,0.9774436,0.7443609,133

camera (0),0,1,0.641791,134
camera (1),0,1,0.7985075,134
camera (2),0.7089552,0.2910448,0.2835821,134
camera (3),0,1,0.7761194,134
camera (4),0,1,0.2761194,134
camera (5),0.2089552,0.7910448,0.3880597,134
camera (6),0.007462686,0.9925374,0.4477612,134
camera (7),0.02238806,0.9776119,0.7462686,134

camera (0),0,1,0.637037,135
camera (1),0,1,0.8,135
camera (2),0.7111111,0.2888889,0.2814815,135
camera (3),0,1,0.7777778,135
camera (4),0,1,0.2740741,135
camera (5),0.2148148,0.7851852,0.3851852,135
camera (6),0.007407407,0.9925926,0.4444444,135
camera (7),0.02222222,0.9777778,0.7481481,135

camera (0),0,1,0.6323529,136
camera (1),0,1,0.8014706,136
camera (2),0.7132353,0.2867647,0.2794118,136
camera (3),0,1,0.7794118,136
camera (4),0,1,0.2720588,136
camera (5),0.2205882,0.7794118,0.3823529,136
camera (6),0.007352941,0.9926471,0.4411765,136
camera (7),0.02205882,0.9779412,0.75,136

camera (0),0,1,0.6277372,137
camera (1),0,1,0.8029197,137
camera (2),0.7153285,0.2846715,0.2773723,137
camera (3),0,1,0.7810219,137
camera (4),0,1,0.270073,137
camera (5),0.2262774,0.7737226,0.3795621,137
camera (6),0.00729927,0.9927008,0.4379562,137
camera (7),0.02189781,0.9781021,0.7518248,137

camera (0),0,1,0.6231884,138
camera (1),0,1,0.8043478,138
camera (2),0.7173913,0.2826087,0.2753623,138
camera (3),0,1,0.7826087,138
camera (4),0,1,0.2681159,138
camera (5),0.2318841,0.7681159,0.3768116,138
camera (6),0.007246377,0.9927536,0.4347826,138
camera (7),0.02173913,0.9782609,0.7536232,138

camera (0),0,1,0.6258993,139
camera (1),0,1,0.8057554,139
camera (2),0.7194245,0.2805755,0.2733813,139
camera (3),0,1,0.7841727,139
camera (4),0,1,0.266187,139
camera (5),0.2374101,0.7625899,0.3741007,139
camera (6),0.007194245,0.9928057,0.4316547,139
camera (7),0.02158273,0.9784173,0.7553957,139

camera (0),0,1,0.6285715,140
camera (1),0,1,0.8071429,140
camera (2),0.7214286,0.2785715,0.2714286,140
camera (3),0,1,0.7857143,140
camera (4),0,1,0.2642857,140
camera (5),0.2428571,0.7571429,0.3714286,140
camera (6),0.007142857,0.9928571,0.4285714,140
camera (7),0.02142857,0.9785714,0.7571428,140

camera (0),0,1,0.6312057,141
camera (1),0,1,0.8085107,141
camera (2),0.7234042,0.2765957,0.2695035,141
camera (3),0,1,0.7872341,141
camera (4),0,1,0.2624114,141
camera (5),0.248227,0.7517731,0.3687943,141
camera (6),0.007092198,0.9929078,0.4255319,141
camera (7),0.0212766,0.9787234,0.7588652,141

camera (0),0,1,0.6338028,142
camera (1),0,1,0.8098592,142
camera (2),0.7253521,0.2746479,0.2676056,142
camera (3),0,1,0.7887324,142
camera (4),0,1,0.2605634,142
camera (5),0.2535211,0.7464789,0.3661972,142
camera (6),0.007042253,0.9929577,0.4225352,142
camera (7),0.02112676,0.9788733,0.7605634,142

camera (0),0,1,0.6363636,143
camera (1),0,1,0.8111888,143
camera (2),0.7272727,0.2727273,0.2657343,143
camera (3),0,1,0.7902098,143
camera (4),0,1,0.2587413,143
camera (5),0.2587413,0.7412587,0.3636364,143
camera (6),0.006993007,0.9930069,0.4195804,143
camera (7),0.02097902,0.979021,0.7622378,143

camera (0),0,1,0.6388889,144
camera (1),0,1,0.8125,144
camera (2),0.7291667,0.2708333,0.2638889,144
camera (3),0,1,0.7916667,144
camera (4),0,1,0.2569444,144
camera (5),0.2638889,0.7361111,0.3611111,144
camera (6),0.006944444,0.9930556,0.4166667,144
camera (7),0.02083333,0.9791667,0.7638889,144

camera (0),0,1,0.6413793,145
camera (1),0,1,0.8137931,145
camera (2),0.7310345,0.2689655,0.262069,145
camera (3),0,1,0.7931035,145
camera (4),0,1,0.2551724,145
camera (5),0.2689655,0.7310345,0.3586207,145
camera (6),0.006896552,0.9931035,0.4137931,145
camera (7),0.02068966,0.9793103,0.7655172,145

camera (0),0,1,0.6438356,146
camera (1),0,1,0.8150685,146
camera (2),0.7328767,0.2671233,0.260274,146
camera (3),0,1,0.7945206,146
camera (4),0,1,0.2534246,146
camera (5),0.2739726,0.7260274,0.3561644,146
camera (6),0.006849315,0.9931507,0.4109589,146
camera (7),0.02054795,0.979452,0.7671233,146

camera (0),0,1,0.6462585,147
camera (1),0,1,0.8163266,147
camera (2),0.7346939,0.2653061,0.2585034,147
camera (3),0,1,0.7959183,147
camera (4),0,1,0.2585034,147
camera (5),0.2789116,0.7210884,0.3537415,147
camera (6),0.006802721,0.9931973,0.414966,147
camera (7),0.02040816,0.9795918,0.7687075,147

camera (0),0,1,0.6486486,148
camera (1),0,1,0.8175676,148
camera (2),0.7364865,0.2635135,0.2567568,148
camera (3),0,1,0.7972973,148
camera (4),0,1,0.2567568,148
camera (5),0.2837838,0.7162162,0.3513514,148
camera (6),0.006756757,0.9932432,0.4189189,148
camera (7),0.02027027,0.9797298,0.7702703,148

camera (0),0,1,0.6510067,149
camera (1),0,1,0.8187919,149
camera (2),0.738255,0.261745,0.2550336,149
camera (3),0,1,0.7986577,149
camera (4),0,1,0.2550336,149
camera (5),0.2885906,0.7114094,0.3489933,149
camera (6),0.006711409,0.9932886,0.4228188,149
camera (7),0.02013423,0.9798658,0.7718121,149

camera (0),0,1,0.6533333,150
camera (1),0,1,0.82,150
camera (2),0.74,0.26,0.2533333,150
camera (3),0,1,0.8,150
camera (4),0,1,0.26,150
camera (5),0.2933333,0.7066667,0.3466667,150
camera (6),0.006666667,0.9933333,0.4266667,150
camera (7),0.02,0.98,0.7733333,150

camera (0),0,1,0.6556292,151
camera (1),0,1,0.821192,151
camera (2),0.7417219,0.2582782,0.2516556,151
camera (3),0,1,0.8013245,151
camera (4),0,1,0.2582781,151
camera (5),0.2980132,0.7019868,0.3443709,151
camera (6),0.006622517,0.9933774,0.4304636,151
camera (7),0.01986755,0.9801325,0.7748345,151

camera (0),0,1,0.6578947,152
camera (1),0,1,0.8223684,152
camera (2),0.7434211,0.256579,0.25,152
camera (3),0,1,0.8026316,152
camera (4),0,1,0.256579,152
camera (5),0.3026316,0.6973684,0.3421053,152
camera (6),0.006578947,0.9934211,0.4342105,152
camera (7),0.01973684,0.9802632,0.7763158,152

camera (0),0,1,0.6601307,153
camera (1),0,1,0.8235294,153
camera (2),0.7450981,0.254902,0.248366,153
camera (3),0,1,0.8039216,153
camera (4),0,1,0.254902,153
camera (5),0.3071896,0.6928105,0.3398693,153
camera (6),0.006535948,0.9934641,0.4379085,153
camera (7),0.01960784,0.9803922,0.7777778,153

camera (0),0,1,0.6623377,154
camera (1),0,1,0.8246753,154
camera (2),0.7467533,0.2532468,0.2467532,154
camera (3),0,1,0.8051948,154
camera (4),0,1,0.2532468,154
camera (5),0.3116883,0.6883117,0.3376623,154
camera (6),0.006493506,0.9935066,0.4415585,154
camera (7),0.01948052,0.9805195,0.7792208,154

camera (0),0,1,0.6645162,155
camera (1),0,1,0.8258064,155
camera (2),0.7483871,0.2516129,0.2451613,155
camera (3),0,1,0.8064516,155
camera (4),0,1,0.2516129,155
camera (5),0.316129,0.683871,0.3354839,155
camera (6),0.006451613,0.9935484,0.4451613,155
camera (7),0.01935484,0.9806451,0.7806451,155

camera (0),0,1,0.6666667,156
camera (1),0,1,0.8269231,156
camera (2),0.75,0.25,0.2435897,156
camera (3),0,1,0.8076923,156
camera (4),0,1,0.25,156
camera (5),0.3205128,0.6794872,0.3333333,156
camera (6),0.006410256,0.9935898,0.448718,156
camera (7),0.01923077,0.9807692,0.7820513,156

camera (0),0,1,0.6687898,157
camera (1),0,1,0.8280255,157
camera (2),0.7515923,0.2484076,0.2420382,157
camera (3),0,1,0.8089172,157
camera (4),0,1,0.2484076,157
camera (5),0.3248408,0.6751592,0.3312102,157
camera (6),0.006369427,0.9936305,0.4522293,157
camera (7),0.01910828,0.9808918,0.7834395,157

camera (0),0,1,0.6708861,158
camera (1),0,1,0.8291139,158
camera (2),0.7531645,0.2468355,0.2405063,158
camera (3),0,1,0.8101266,158
camera (4),0,1,0.2468354,158
camera (5),0.3291139,0.670886,0.3291139,158
camera (6),0.006329114,0.9936708,0.4556962,158
camera (7),0.01898734,0.9810126,0.7848101,158

camera (0),0,1,0.672956,159
camera (1),0,1,0.8301887,159
camera (2),0.754717,0.245283,0.2389937,159
camera (3),0,1,0.8113208,159
camera (4),0,1,0.245283,159
camera (5),0.3333333,0.6666667,0.327044,159
camera (6),0.006289308,0.9937107,0.4528302,159
camera (7),0.01886792,0.981132,0.7861635,159

camera (0),0,1,0.675,160
camera (1),0,1,0.83125,160
camera (2),0.75625,0.24375,0.2375,160
camera (3),0,1,0.8125,160
camera (4),0,1,0.24375,160
camera (5),0.3375,0.6625,0.325,160
camera (6),0.00625,0.99375,0.45,160
camera (7),0.01875,0.98125,0.7875,160

camera (0),0,1,0.6770186,161
camera (1),0,1,0.8322982,161
camera (2),0.757764,0.242236,0.2360248,161
camera (3),0,1,0.8136646,161
camera (4),0,1,0.242236,161
camera (5),0.3416149,0.6583851,0.3229814,161
camera (6),0.00621118,0.9937888,0.447205,161
camera (7),0.01863354,0.9813665,0.7888198,161

camera (0),0,1,0.6790124,162
camera (1),0,1,0.8333333,162
camera (2),0.7592593,0.2407407,0.2345679,162
camera (3),0,1,0.8148148,162
camera (4),0,1,0.2407407,162
camera (5),0.345679,0.654321,0.3209876,162
camera (6),0.00617284,0.9938271,0.4506173,162
